,org,repo,ref,pageviews,unique_pageviews
623,colour-science,colour-playground,master,74,72
624,datsoftlyngby,dat4sem2018spring-python,master,74,64
625,epfl-lts2,pygsp,master,74,72
626,fightins24,FBnewsfeed_sim,master,74,51
627,jhmarcus,1000genomes_Selection_Exercise,master,74,74
628,mgeier,jupyter-presentation,master,74,72
629,nd1,WiDS2018,master,74,53
630,nthiery,Info111-notebooks,master,74,74
631,pums974,ESITech-Python,master,74,72
632,q735613050,dataLoader,master,74,74
633,amorim-cleison,cin_am,develop,73,73
634,binder-examples,jupyterlab,master,73,73
635,data-science-workshops,machine-learning-101,master,73,73
636,davidmascharka,tbd-nets,binder,73,64
637,ingerhot,my_binder,master,73,21
638,louppe,tutorial-scikit-learn,master,73,69
639,jupyterlab,jupyterlab-git,master,73,73
640,numba,numba-examples,master,73,73
641,usnistgov,fipy,icmed,73,73
642,binder-examples,latex,master,72,70
643,cds-astro,mocpy,master,72,70
644,dask,dask-examples,master,72,72
645,data-8,textbook,gh-pages,72,72
646,djarecka,nipype_tutorial,ohbm18,72,72
647,jheinen,GR.jl,master,72,72
648,jupyterlab,jupyterlab-demo,master,72,72
649,justmarkham,DAT8,master,72,69
650,katyhuff,npre247,master,72,72
651,rAntonioh,AAAGs_2018,master,72,72
652,eronamlima,notebook.git,master,72,72
653,augeas,UK-parliament-petition-scraper,master,71,71
654,data-8,textbook,gh-pages,71,68
655,jaykul,Jupyter-PowerShell,master,71,71
656,kmader,quantitative-big-imaging-2018,master,71,62
657,MIDS-INFO-W18,Drills,master,71,71
658,MIDS-INFO-W18,Drills,master,71,71
659,MIDS-INFO-W18,Drills,master,71,71
660,nicolasmauhe,theorie_financiere,master,71,62
661,pyiron,pyiron-docker.git,binder,71,68
662,python-adaptive,adaptive,master,71,71
663,wildtreetech,advanced-computing-2018,master,71,58
664,wragge,ozglam-data-records-of-resistance,master,71,71
665,Atcold,PyTorch-Deep-Learning-Minicourse,master,70,70
666,bduggan,p6-jupyter-kernel,master,70,68
667,CoolSciGuy,GUI2,master,70,70
668,data-8,textbook,gh-pages,70,70
669,data-8,textbook,gh-pages,70,69
670,eaiii-frba-utn,2018,master,70,70
671,KitwareMedical,2018-05-30-KRSCourseInBiomedicalImageAnalysisAndVisualization,master,70,70
672,msereiko,coding_workshop.git,master,70,70
673,Telecominfraproject,gnpy,develop,70,70
674,adamlamee,OCPS-grade-6,master,69,69
675,binder-examples,latex,master,69,64
676,clement-plancq,ngram,master,69,69
677,conantan88,Projects,master,69,69
678,data-8,textbook,gh-pages,69,69
679,data-8,textbook,gh-pages,69,68
680,drillan,option,master,69,69
681,ericrosenbrown,TextAdventures,master,69,69
682,ap-system,gap-docker-binder,master,69,69
683,ipython,ipython-in-depth,master,69,69
684,mwarscher,R-VU,master,69,30
685,seg,tutorials-2018,master,69,69
686,Aram1skun,nbinteract-tutorial,master,68,68
687,bwilk7,CMSC433,Spring2018,68,68
688,clcr,eos_binder_test,master,68,68
689,clemsonciti,jupyter-welcome,master,68,68
690,cms-opendata-education,cms-jupyter-materials-finnish,master,68,68
691,data-8,textbook,gh-pages,68,68
692,data-8,textbook,gh-pages,68,68
693,data-8,textbook,gh-pages,68,67
694,data-8,textbook,gh-pages,68,67
695,maartenbreddels,joyofcoding2018,master,68,68
696,numba,numba-examples,master,68,68
697,QuantStack,xeus-cling,stable,68,68
698,willb,probabilistic-structures,master,68,66
699,bwilk7,CMSC433,Spring2018,67,67
700,data-8,textbook,gh-pages,67,67
701,fomightez,clausen_ribonucleotides,master,67,67
702,jvivian,aristeia-calculator,master,67,67
703,krisreyes,mdi504-lecture6,master,67,67
704,marcoag,lanes_detection.git,master,67,67
705,marskar,biof309_fall2018,master,67,67
706,michaelweylandt,R-for-Finance-2018,master,67,67
707,MIDS-INFO-W18,Drills,master,67,67
708,QuantStack,xleaflet,0.1.0,67,67
709,zhenghh04,QCWorkshop,master,67,67
710,4Quant,digits-docker-binder,master,66,66
711,4QuantOSS,DashIntro,master,66,57
712,atomantic,btc_challenge,master,66,66
713,brian-team,brian2-binder,master,66,63
714,cds-astro,ipyaladin,master,66,64
715,rockestate,point-cloud-processing,master,66,66
716,sspickle,instrumentation-projects,master,66,61
717,turketwh,CSC341,master,66,66
718,ubcgif,gpgLabs,master,66,61
719,ValRCS,LU-pysem,master,66,66
720,bwilk7,CMSC433,Spring2018,65,57
721,davidboutelier,ForwardModelling,master,65,50
722,Emaasit,meetups,master,65,65
723,MIDS-INFO-W18,Drills,master,65,65
724,Odysseuss,news-classifier-jupyternotebook,master,65,65
725,QuantStack,xplot,0.5.0,65,63
726,SCPSscience,Notebooks,master,65,64
727,wichit2s,DataScienceIoT,master,65,65
728,boisgera,audio-notebooks,master,64,46
729,ctb,2016-mybinder-inflammation,master,64,59
730,data-8,textbook,gh-pages,64,64
731,kcostya,mipt,master,64,64
732,PierreMarion23,ipypivot-binder,master,64,62
733,wragge,ozglam-workbench,master,64,64
734,clemej,week2-lecture-ds601.git,master,63,63
735,data-8,textbook,gh-pages,63,63
736,data-8,textbook,gh-pages,63,63
737,data-8,textbook,gh-pages,63,59
738,dtak,rrr,master,63,63
739,kmader,pycel,patch-1,63,63
740,springcoil,pydataprobprog,master,63,63
741,wildtreetech,explore-open-data,master,63,63
742,dask,dask-examples,master,62,62
743,data-8,materials-su18_workshop,master,62,62
744,data-8,textbook,gh-pages,62,62
745,Goodly,CapitolQuery_SSRC,master,62,62
746,justmarkham,scikit-learn-videos,master,62,56
747,MIDS-INFO-W18,Drills,master,62,62
748,mwouts,nbrmd,master,62,62
749,nteract,vdom,master,62,61
750,qqep685d,remote_py3,master,62,62
751,bwilk7,CMSC433,Spring2018,61,61
752,bwilk7,CMSC433,Spring2018,61,55
753,bwilk7,CMSC433,Spring2018,61,58
754,data-8,textbook,gh-pages,61,61
755,ms-dbmi,Reproducible_FAIR_NHANES,master,61,61
756,JohnSnowLabs,spark-nlp-workshop,master,61,61
757,kmader,quantitative-big-imaging-2018,master,61,43
758,mwcraig,obs-astronomy-binder,master,61,61
759,Quantitative-Big-Imaging,conx,master,61,47
760,QuantStack,xeus-cling,0.4.4,61,61
761,witekdev,ngs2-cycle2-pilot-data,replay2,61,61
762,aforechi,ifes-cpp.git,master,60,60
763,betatim,sparql-notebooks,master,60,60
764,cms-opendata-education,cms-online-notebooks-for-binder,master,60,60
765,data-8,textbook,gh-pages,60,60
766,data-8,textbook,gh-pages,60,60
767,data-8,textbook,gh-pages,60,58
768,owl-anderson,MicroTokenizer,master,60,60
769,MIDS-INFO-W18,Drills,master,60,60
770,mrkeremyilmaz,UniDogru18Lab303,master,60,60
771,ngs-docs,2018-ggg-rstudio-bioinformatics-ws,master,60,32
772,bheibel,wiki_impact,master,59,38
773,data-8,textbook,gh-pages,59,58
774,diegopenilla,Z-Hunt,master,59,59
775,ofesh,Retropy,master,59,59
776,joemcglinchy,aia_binder,master,59,59
777,johannbrehmer,madminer,master,59,59
778,lhqing,python_visualization,master,59,59
779,mwpb,jupyter-math211,master,59,59
780,QuantStack,xtensor,0.15.9,59,59
781,reproducible-notebooks,Tides_TriMesh_Datashader,master,59,50
782,restrepo,data-analysis,master,59,59
783,ahwillia,PyNeuron-Toolbox,master,58,54
784,bwilk7,CMSC433,Spring2018,58,58
785,data-8,textbook,gh-pages,58,58
786,data-8,textbook,gh-pages,58,58
787,data-8,textbook,gh-pages,58,54
788,djsegal,fussy-binder,master,58,58
789,fomightez,circos-binder,master,58,58
790,jasonxzhou,Maker-Workshop-2,master,58,43
791,ResidentMario,missingno,master,58,57
792,sergiourjc,LabsBiofisica,master,58,58
793,takluyver,mobilechelonian,master,58,58
794,WamdamProject,WaMDaM_JupyteNotebooks,master,58,58
795,amueller,scipy-2017-sklearn,master,57,36
796,anofox,m3_konferenz,master,57,57
797,baldwint,PythonDataScienceHandbook,py35,57,57
798,charkow,flow_regimes_demo,master,57,57
799,data-8,textbook,gh-pages,57,57
800,data-8,textbook,gh-pages,57,56
801,data-8,textbook,gh-pages,57,53
802,kecorbin,pyats-intro,master,57,57
803,mpudup,Python_Lessons,master,57,57
804,productml,blurr,master,57,57
805,psychemedia,showntell,electronics,57,57
806,Unidata,unidata-python-workshop,master,57,50
807,choldgraf,pisim,master,56,52
808,data-8,data8assets,master,56,54
809,data-8,textbook,gh-pages,56,50
810,HsKA-ThermalFluiddynamics,NSS-1,master,56,56
811,jrigelo,Intro_to_Machine_Learning,master,56,56
812,mbnshtck,jupyter-kql-magic,master,56,56
813,nteract,vdom,master,56,50
814,pjohno,MATH60082,master,56,56
815,WamdamProject,WaMDaM_JupyteNotebooks,master,56,56
816,adamlamee,CODINGinK12-notebooksB,master,55,55
817,AninditaBasu,rigVeda,master,55,55
818,bwilk7,CMSC433,Spring2018,55,46
819,bwilk7,CMSC433,Spring2018,55,55
820,cms-opendata-education,cms-jupyter-materials-english,2018,55,55
821,darribas,int_sp_auto,master,55,54
822,data-8,textbook,gh-pages,55,55
823,data-8,textbook,gh-pages,55,55
824,data-8,textbook,gh-pages,55,55
825,data-8,textbook,gh-pages,55,51
826,fboylu,binder2,master,55,54
827,ibiansky,IHaskell,3cd40d186c800b3360761e312d8e9ddacc83c994,55,47
828,raemecowan,QSB2018_notebooks,master,55,55
829,josephofiowa,anacondacon18,master,55,55
830,leouieda,agu2017,master,55,52
831,neuropoly,axondeepseg,master,55,49
832,ONSBigData,traffic_as_early_indicator,master,55,47
833,PGE383-HPC,live_lectures,master,55,55
834,santanche,case-notebook,master,55,55
835,skb1295,EssentialDataScience,master,55,55
836,Bioconductor-notebooks,Cross-platform-Analyses-of-Human-Cell-Line-Genomics-Data,master,54,54
837,choldgraf,paper-encoding_decoding_electrophysiology,f2d32d5,54,54
838,dariomalchiodi,superhero-datascience,master,54,54
839,joommf,icm2018-workshop,master,54,54
840,mwarscher,R-VU.git,master,54,54
841,pnavaro,big-data,master,54,54
842,uribo,binder_demo,master,54,52
843,chonseng,webdev-hkn-workshops,master,53,52
844,christinabergmann,teaching-emlar-modeling,master,53,53
845,data-8,textbook,gh-pages,53,53
846,data-8,textbook,gh-pages,53,51
847,davidcrowland,archdata,master,53,37
848,djsegal,fusion-binder,master,53,53
849,dknine,gan,master,53,53
850,dr3y,makeMocloAssy,master,53,53
851,uangtaowei,air_pollution,wgt,53,53
852,JeffreyMinucci,ThinkBayes2.git,master,53,53
853,kmader,quantitative-big-imaging-2018,master,53,43
854,matheusmota,dataviz2018,master,53,53
855,theunissenlab,crcns-student,master,53,53
856,abingham,Python-Lectures,master,52,52
857,carlvitzthum,programming-club-2018,master,52,42
858,jupyterlab,jupyter-renderers,master,52,50
859,jupyterlab,jupyterlab-demo,0b0bb42e3e43ee2ebe1c0424d3a88a9b9edcd055,52,52
860,Lefebvrelab,SpectralNeuralModels,master,52,52
861,Mfhodges,Thesis,master,52,42
862,OasisLMF,ReinsuranceTestTool,de,52,52
863,psychemedia,showntell,computing,52,51
864,sbednarz,box,master,52,44
865,sequenceanalysis,sequenceanalysis.github.io,master,52,42
866,shapelets,khiva-use-cases,master,52,52
867,shiauchuheng,CSS,master,52,52
868,synergy-twinning,summer-school,master,52,52
869,TomBolton,ClimateDataDemo,master,52,52
870,berndweiss,gesis-meta-analysis-2018,master,51,51
871,carpentries,assessment,master,51,51
872,data-8,textbook,gh-pages,51,51
873,data-8,textbook,gh-pages,51,51
874,deniederhut,Pandas-Tutorial-ScipyConf-2018,master,51,51
875,arrisonford,AkoriSalienceNotebooks,master,51,51
876,ipython,ipython-in-depth,master,51,51
877,jgomezdans,photosynthesis_practical,master,51,37
878,loicgrobol,python-im,master,51,51
879,marcc-hpc,python3-tutorial,master,51,51
880,mwouts,jupytext,master,51,51
881,powellb,fjordeco,master,51,51
882,Program-Trace-Optimisation,PTO,master,51,51
883,Reproducibilidad,preprocesamiento,master,51,51
885,sjoerddehaan,ml-course-2018,master,51,43
886,statOmics,proteomicsShortCourse,master,51,51
887,sumandoc,Perl-6-notebook,master,51,49
888,anotherjoshsmith,plumitas_examples,master,50,50
889,arthurgaudron,interactive_sim,master,50,42
890,bradkav,WIMpy_NREFT,master,50,50
891,chmduquesne,quickviz,master,50,50
892,compstat-lmu,rcourses_notebook_deeplearning,master,50,50
893,Emaasit,long-range-extrapolation,master,50,43
894,frederictost,ai_training,master,50,39
895,ismms-himc,clustergrammer_widget2,master,50,50
896,Kyrie1218,r,master,50,50
897,sean-parent,notebook,master,50,48
898,strongdan,intro-data-analysis-codecademy,master,50,50
899,sumandoc,miniconda3,master,50,33
900,thehackerwithin,berkeley,master,50,49
901,astropy,astropy-tutorials,master,49,44
902,byu-magicc,lie_groups,master,49,49
903,data-8,textbook,gh-pages,49,49
904,ennsk,binderExample,master,49,49
905,ammapy,gammapy-extra,master,49,49
906,boeing,osmnx-examples,master,49,49
907,ancjozef,Sage-Online,master,49,49
908,InsightSoftwareConsortium,SimpleITK-Notebooks,master,49,49
909,mchaharbaghi,tweet_sentiment_notebooks,master,49,35
910,mrkeremyilmaz,UniDogru18Lab302,master,49,49
911,ocoudray,jupyter-d3-slider-binder,master,49,45
912,QuantEcon,Copenhagen_workshop_2018,master,49,49
913,uvg-cc2005,jupyter-diccionarios,master,49,49
914,bwilk7,CMSC331,Spring2018,48,48
915,caporaso-lab,built-iab,master,48,48
916,cms-opendata-education,HST-2018,master,48,48
917,data-8,textbook,gh-pages,48,48
918,data-8,textbook,gh-pages,48,48
919,data-8,textbook,gh-pages,48,48
920,engineersCode,EngComp1_offtheground,master,48,48
921,ICRAR,schools_learning_python.git,master,48,48
922,josephcslater,iPythonExamples,master,48,44
923,lalajz,Data-Brew-Demo,master,48,48
925,np-overflow,scratch-to-python,master,48,48
926,QuantStack,xwidgets,0.11.1,48,48
927,rmorshea,purly,react,48,48
928,rprimet,binder_deploy_trial,master,48,14
929,SpencerPark,ijava-binder,master,48,48
930,turketwh,CSC385_Fall2018,master,48,48
931,amanciobouza,sentiment-analysis_jupyter-notebooks_python,master,47,47
932,btel,python-in-neuroscience-tutorials,master,47,47
933,data-8,textbook,gh-pages,47,46
934,data-8,textbook,gh-pages,47,46
935,engineersCode,EngComp1_offtheground,master,47,47
936,Galadirith,learn-github,master,47,47
937,InsightSoftwareConsortium,itk-jupyter-widgets,master,47,47
938,ivanovitchm,imd0033_2018_1,master,47,34
939,jacobmontiel,sql-intro,master,47,47
940,krisreyes,mdi504-lecture-7,master,47,47
941,LOHMgit,emdc_demo,master,47,33
942,mmmlc,mlTeachings,master,47,47
943,nteract,papermill,master,47,46
944,openfisca,tutorial,master,47,44
945,qmisr,mis492,master,47,42
946,salib,satut,master,47,45
947,siconos,siconos-tutorials.git,master,47,47
948,talbertc-usgs,KDEExplorerApp,app-mode,47,47
949,wilson-eft,wilson-notebooks,master,47,47
950,abjad,intensive,master,46,46
951,agahkarakuzu,pigExVivo,master,46,42
952,amnona,calour,mybinder,46,41
953,Azhom,notebook,master,46,26
954,beckybooth,PythonWorkshop,master,46,46
955,cgre-aachen,bayseg,master,46,45
956,d-diaz,Lidar_Plot_Registration,master,46,46
957,data-8,textbook,gh-pages,46,46
958,dpploy,chen-3170.git,master,46,46
959,ljcohen,Fundulus_heteroclitus_genome_stats,master,46,46
960,minrk,ligo-binder,master,46,45
961,nteract,examples,master,46,46
962,OasisLMF,OasisPiWind,master,46,46
963,ToucanToco,cas_technique_stage_data,master,46,31
964,twosigma,beakerx,0.18.0,46,46
965,WorldWideTelescope,pywwt-notebooks,master,46,45
966,yerlanamanbek,teaching-FEM,master,46,46
967,aforehi,ifes-cpp,master,45,45
968,amatma,jupyter-xm-magic,master,45,45
969,bjmorgan,python_in_chemistry,master,45,45
970,boazbk,nandnotebooks,master,45,45
971,brwnj,binder,master,45,45
972,data-8,textbook,gh-pages,45,45
974,djvaughn,python-training,master,45,45
975,econ-ark,DemARK,stable,45,45
976,econ-ark,DemARK,stable,45,45
977,Emaasit,data-science-culture,master,45,35
978,fomightez,circos-binderized,master,45,19
979,evero,py_gmm,master,45,44
980,inducer,splash-activities,master,45,45
981,kiudee,cs-ranking,master,45,32
982,kmader,quantitative-big-imaging-2018,master,45,37
983,kmader,quantitative-big-imaging-2018,master,45,35
984,mdeff,ntds_2018,outputs,45,45
985,mohitganguly,test_binder,master,45,34
986,nigiord,BioinfoSummerSchoolAngers2018,master,45,45
987,pacm,dl-workshop,master,45,45
988,rouxrei,disummit2018.git,master,45,45
989,tensorchiefs,dl_course_2018,master,45,38
990,AlexandraVolochova,PythonHSE,master,44,44
991,andradejunior,FLISOL2018,master,44,44
992,bjodah,chempy,v0.6.6,44,44
993,boazkat,WeizmannWorkshop2018Empty,master,44,44
994,data-8,textbook,gh-pages,44,44
995,draperjames,fileupload2binder,master,44,44
996,ennsk,phenoRemote,master,44,44
997,GLAM-Workbench,glam-workbench-presentations,master,44,44
998,o-hep,binder,master,44,44
999,jupyter-widgets,ipyleaflet,stable,44,44
1000,k111git,teaching,master,44,44
1001,Microsoft,cognitive-services-notebooks,master,44,44
1002,minrk,binder-bokeh-server,master,44,44
1003,ngbusca,notebooks,master,44,38
1004,perrygeo,notebooks,master,44,24
1005,binder-examples,jupyter-stacks,master,43,43
1006,bjmorgan,python_in_chemistry,master,43,42
1007,BTamby,ISN,master,43,29
1008,clawpack,riemann_book,master,43,43
1009,data-8,textbook,gh-pages,43,43
1010,diyclassics,axelson,master,43,30
1011,enactdev,CISC_106_F18,master,43,43
1012,HKNDecal,HKNDecal,master,43,43
1013,inducer,splash-activities,master,43,43
1014,itu-qsp,eliza,master,43,43
1015,K3D-tools,K3D-jupyter,master,43,43
1016,musicEnfanthen,music21playground,master,43,21
1017,neuropoly,qMRLab,bids,43,43
1018,QuantStack,xplot,stable,43,43
1019,TAdeJong,python-atomic-orbitals,master,43,43
1020,zacmanchester,helioswarm,master,43,43
1021,alexmill,website_notebooks,master,42,42
1022,anofox,m3_konferenz,master,42,42
1023,bwilk7,CMSC433,Spring2018,42,42
1024,data-8,textbook,gh-pages,42,42
1025,data-8,textbook,gh-pages,42,42
1026,data-8,textbook,gh-pages,42,41
1027,econ-ark,DemARK,stable,42,42
1028,ericmjl,ODSC-East2018,master,42,42
1029,josemarfdc,REU-lab-start,master,42,42
1030,juguillod,python,master,42,42
1031,kmader,quantitative-big-imaging-2018,master,42,42
1032,knowsuchagency,mpb-sentiment-analysis-example,master,42,38
1033,MIDS-INFO-W18,Drills,master,42,42
1034,mne-tools,mne-gsoc2018-3d,master,42,42
1035,mpbeu,CalcNum,master,42,42
1036,olivertlord,Xtools,master,42,23
1037,ONSBigData,traffic_as_early_indicator,master,42,42
1038,pgermain,cours2018-Intro_a_Python,master,42,42
1039,refnx,refnx-binder.git,master,42,42
1040,rororay,python_test_online_env,master,42,42
1041,simpeg,em-notebooks,master,42,42
1042,sspickle,sci-comp-notebooks,master,42,41
1043,oytekresearch,fooof,master,42,42
1044,wichit2s,DataScienceIoT,master,42,42
1045,wochristian,JupyterExamples.git,master,42,42
1046,yunabe,lgo-binder,master,42,42
1047,Calysto,calysto_scheme,master,41,41
1048,data-8,textbook,gh-pages,41,41
1049,deathbeds,importnb,master,41,41
1050,fonnesbeck,intro_stat_modeling_2017,master,41,33
1051,FujiwaraTakumiEH,JupyterLAB,master,41,41
1052,imagej,tutorials,master,41,40
1053,jhmarcus,spg-chapter,master,41,41
1054,jlandesman,mammoGAN.git,master,41,41
1055,MarianaJBr,Fisica-I-Praxis,master,41,41
1056,marskar,biof309_spring2018,master,41,26
1057,nealcaren,osscabd_2018,master,41,41
1058,prathamesh1993,Clinical-Acronym-disambiguation,master,41,41
1059,pyiron,pyiron-mybinder,master,41,41
1060,QuantStack,xeus-cling,0.4.3,41,41
1061,QuantStack,xwebrtc,master,41,41
1062,serhatcevikel,ad482_02,master,41,41
1063,ubcgif,gpgLabs,master,41,38
1064,acliu,CAMB,master,40,40
1065,aerospaceresearch,DirectDemod,Vinay_de,40,40
